
All primitive solutions with B <= 7200^2

        1 =    1^2,        25 =    5^2,        49 =    7^2  with difference        24
  2666689 = 1633^2,   4566769 = 2137^2,   6466849 = 2543^2  with difference   1900080
  2660161 = 1631^2,   4583881 = 2141^2,   6507601 = 2551^2  with difference   1923720
  2211169 = 1487^2,   4635409 = 2153^2,   7059649 = 2657^2  with difference   2424240
   152881 =  391^2,   4669921 = 2161^2,   9186961 = 3031^2  with difference   4517040
  2024929 = 1423^2,   4687225 = 2165^2,   7349521 = 2711^2  with difference   2662296
   368449 =  607^2,   4687225 = 2165^2,   9006001 = 3001^2  with difference   4318776
  1787569 = 1337^2,   4721929 = 2173^2,   7656289 = 2767^2  with difference   2934360
      529 =   23^2,   4721929 = 2173^2,   9443329 = 3073^2  with difference   4721400
  1456849 = 1207^2,   4826809 = 2197^2,   8196769 = 2863^2  with difference   3369960
  4068289 = 2017^2,   4897369 = 2213^2,   5726449 = 2393^2  with difference    829080
   323761 =  569^2,   4932841 = 2221^2,   9541921 = 3089^2  with difference   4609080
  3301489 = 1817^2,   4950625 = 2225^2,   6599761 = 2569^2  with difference   1649136
    22801 =  151^2,   4950625 = 2225^2,   9878449 = 3143^2  with difference   4927824
   966289 =  983^2,   5004169 = 2237^2,   9042049 = 3007^2  with difference   4037880
  4739329 = 2177^2,   5040025 = 2245^2,   5340721 = 2311^2  with difference    300696
  2588881 = 1609^2,   5040025 = 2245^2,   7491169 = 2737^2  with difference   2451144
  4157521 = 2039^2,   5058001 = 2249^2,   5958481 = 2441^2  with difference    900480
    73441 =  271^2,   5058001 = 2249^2,  10042561 = 3169^2  with difference   4984560
  3598609 = 1897^2,   5094049 = 2257^2,   6589489 = 2567^2  with difference   1495440
   744769 =  863^2,   5094049 = 2257^2,   9443329 = 3073^2  with difference   4349280
  3066001 = 1751^2,   5148361 = 2269^2,   7230721 = 2689^2  with difference   2082360
  1940449 = 1393^2,   5166529 = 2273^2,   8392609 = 2897^2  with difference   3226080
   108241 =  329^2,   5202961 = 2281^2,  10297681 = 3209^2  with difference   5094720
  2563201 = 1601^2,   5221225 = 2285^2,   7879249 = 2807^2  with difference   2658024
   564001 =  751^2,   5221225 = 2285^2,   9878449 = 3143^2  with difference   4657224
   485809 =  697^2,   5257849 = 2293^2,  10029889 = 3167^2  with difference   4772040
     9409 =   97^2,   5276209 = 2297^2,  10543009 = 3247^2  with difference   5266800
  4870849 = 2207^2,   5313025 = 2305^2,   5755201 = 2399^2  with difference    442176
  2093809 = 1447^2,   5313025 = 2305^2,   8532241 = 2921^2  with difference   3219216
  1366561 = 1169^2,   5331481 = 2309^2,   9296401 = 3049^2  with difference   3964920
  3236401 = 1799^2,   5424241 = 2329^2,   7612081 = 2759^2  with difference   2187840
  1661521 = 1289^2,   5424241 = 2329^2,   9186961 = 3031^2  with difference   3762720
   277729 =  527^2,   5442889 = 2333^2,  10608049 = 3257^2  with difference   5165160
   261121 =  511^2,   5480281 = 2341^2,  10699441 = 3271^2  with difference   5219160
  2505889 = 1583^2,   5536609 = 2353^2,   8567329 = 2927^2  with difference   3030720
   877969 =  937^2,   5536609 = 2353^2,  10195249 = 3193^2  with difference   4658640
  1270129 = 1127^2,   5555449 = 2357^2,   9840769 = 3137^2  with difference   4285320
   124609 =  353^2,   5650129 = 2377^2,  11175649 = 3343^2  with difference   5525520
  5340721 = 2311^2,   5669161 = 2381^2,   5997601 = 2449^2  with difference    328440
   923521 =  961^2,   5707321 = 2389^2,  10491121 = 3239^2  with difference   4783800
  4092529 = 2023^2,   5726449 = 2393^2,   7360369 = 2713^2  with difference   1633920
  4844401 = 2201^2,   5784025 = 2405^2,   6723649 = 2593^2  with difference    939624
  3508129 = 1873^2,   5784025 = 2405^2,   8059921 = 2839^2  with difference   2275896
   485809 =  697^2,   5784025 = 2405^2,  11082241 = 3329^2  with difference   5298216
    69169 =  263^2,   5784025 = 2405^2,  11498881 = 3391^2  with difference   5714856
  3972049 = 1993^2,   5841889 = 2417^2,   7711729 = 2777^2  with difference   1869840
  1270129 = 1127^2,   5880625 = 2425^2,  10491121 = 3239^2  with difference   4610496
   625681 =  791^2,   5880625 = 2425^2,  11135569 = 3337^2  with difference   5254944
  3157729 = 1777^2,   5938969 = 2437^2,   8720209 = 2953^2  with difference   2781240
  2436721 = 1561^2,   5958481 = 2441^2,   9480241 = 3079^2  with difference   3521760
  2411809 = 1553^2,   6076225 = 2465^2,   9740641 = 3121^2  with difference   3664416
  1957201 = 1399^2,   6076225 = 2465^2,  10195249 = 3193^2  with difference   4119024
   380689 =  617^2,   6076225 = 2465^2,  11771761 = 3431^2  with difference   5695536
   201601 =  449^2,   6076225 = 2465^2,  11950849 = 3457^2  with difference   5874624
   786769 =  887^2,   6115729 = 2473^2,  11444689 = 3383^2  with difference   5328960
       49 =    7^2,   6135529 = 2477^2,  12271009 = 3503^2  with difference   6135480
  5755201 = 2399^2,   6255001 = 2501^2,   6754801 = 2599^2  with difference    499800
  1745041 = 1321^2,   6255001 = 2501^2,  10764961 = 3281^2  with difference   4509960
  4800481 = 2191^2,   6295081 = 2509^2,   7789681 = 2791^2  with difference   1494600
   192721 =  439^2,   6295081 = 2509^2,  12397441 = 3521^2  with difference   6102360
  5997601 = 2449^2,   6355441 = 2521^2,   6713281 = 2591^2  with difference    357840
  5303809 = 2303^2,   6375625 = 2525^2,   7447441 = 2729^2  with difference   1071816
  1129969 = 1063^2,   6375625 = 2525^2,  11621281 = 3409^2  with difference   5245656
  4635409 = 2153^2,   6416089 = 2533^2,   8196769 = 2863^2  with difference   1780680
    37249 =  193^2,   6416089 = 2533^2,  12794929 = 3577^2  with difference   6378840
  3996001 = 1999^2,   6477025 = 2545^2,   8958049 = 2993^2  with difference   2481024
  1168561 = 1081^2,   6477025 = 2545^2,  11785489 = 3433^2  with difference   5308464
  3066001 = 1751^2,   6497401 = 2549^2,   9928801 = 3151^2  with difference   3431400
    66049 =  257^2,   6538249 = 2557^2,  13010449 = 3607^2  with difference   6472200
  3389281 = 1841^2,   6558721 = 2561^2,   9728161 = 3119^2  with difference   3169440
   790321 =  889^2,   6558721 = 2561^2,  12327121 = 3511^2  with difference   5768400
  2819041 = 1679^2,   6661561 = 2581^2,  10504081 = 3241^2  with difference   3842520
  2307361 = 1519^2,   6661561 = 2581^2,  11015761 = 3319^2  with difference   4354200
   146689 =  383^2,   6723649 = 2593^2,  13300609 = 3647^2  with difference   6576960
  5726449 = 2393^2,   6786025 = 2605^2,   7845601 = 2801^2  with difference   1059576
  2289169 = 1513^2,   6786025 = 2605^2,  11282881 = 3359^2  with difference   4496856
     5041 =   71^2,   6806881 = 2609^2,  13608721 = 3689^2  with difference   6801840
  4739329 = 2177^2,   6848689 = 2617^2,   8958049 = 2993^2  with difference   2109360
  1635841 = 1279^2,   6869641 = 2621^2,  12103441 = 3479^2  with difference   5233800
  1803649 = 1343^2,   6932689 = 2633^2,  12061729 = 3473^2  with difference   5129040
   332929 =  577^2,   7059649 = 2657^2,  13786369 = 3713^2  with difference   6726720
  6713281 = 2591^2,   7102225 = 2665^2,   7491169 = 2737^2  with difference    388944
  2961841 = 1721^2,   7102225 = 2665^2,  11242609 = 3353^2  with difference   4140384
  1366561 = 1169^2,   7102225 = 2665^2,  12837889 = 3583^2  with difference   5735664
    14161 =  119^2,   7102225 = 2665^2,  14190289 = 3767^2  with difference   7088064
  5958481 = 2441^2,   7123561 = 2669^2,   8288641 = 2879^2  with difference   1165080
  1062961 = 1031^2,   7123561 = 2669^2,  13184161 = 3631^2  with difference   6060600
  5230369 = 2287^2,   7166329 = 2677^2,   9102289 = 3017^2  with difference   1935960
  4532641 = 2129^2,   7230721 = 2689^2,   9928801 = 3151^2  with difference   2698080
   117649 =  343^2,   7252249 = 2693^2,  14386849 = 3793^2  with difference   7134600
  2193361 = 1481^2,   7295401 = 2701^2,  12397441 = 3521^2  with difference   5102040
   982081 =  991^2,   7295401 = 2701^2,  13608721 = 3689^2  with difference   6313320
  6754801 = 2599^2,   7317025 = 2705^2,   7879249 = 2807^2  with difference    562224
  3869089 = 1967^2,   7317025 = 2705^2,  10764961 = 3281^2  with difference   3447936
  5678689 = 2383^2,   7360369 = 2713^2,   9042049 = 3007^2  with difference   1681680
  3243601 = 1801^2,   7425625 = 2725^2,  11607649 = 3407^2  with difference   4182024
    97969 =  313^2,   7425625 = 2725^2,  14753281 = 3841^2  with difference   7327656
  4661281 = 2159^2,   7447441 = 2729^2,  10233601 = 3199^2  with difference   2786160
   654481 =  809^2,   7513081 = 2741^2,  14371681 = 3791^2  with difference   6858600
  2660161 = 1631^2,   7557001 = 2749^2,  12453841 = 3529^2  with difference   4896840
  3713329 = 1927^2,   7579009 = 2753^2,  11444689 = 3383^2  with difference   3865680
  2122849 = 1457^2,   7711729 = 2777^2,  13300609 = 3647^2  with difference   5588880
  2845969 = 1687^2,   7756225 = 2785^2,  12666481 = 3559^2  with difference   4910256
   388129 =  623^2,   7756225 = 2785^2,  15124321 = 3889^2  with difference   7368096
   261121 =  511^2,   7778521 = 2789^2,  15295921 = 3911^2  with difference   7517400
   954529 =  977^2,   7823209 = 2797^2,  14691889 = 3833^2  with difference   6868680
     1681 =   41^2,   7845601 = 2801^2,  15689521 = 3961^2  with difference   7843920
  1635841 = 1279^2,   7890481 = 2809^2,  14145121 = 3761^2  with difference   6254640
  7491169 = 2737^2,   7912969 = 2813^2,   8334769 = 2887^2  with difference    421800
  6723649 = 2593^2,   7912969 = 2813^2,   9102289 = 3017^2  with difference   1189320
  5612161 = 2369^2,   7980625 = 2825^2,  10349089 = 3217^2  with difference   2368464
  2070721 = 1439^2,   7980625 = 2825^2,  13890529 = 3727^2  with difference   5909904
   187489 =  433^2,   8025889 = 2833^2,  15864289 = 3983^2  with difference   7838400
  5121169 = 2263^2,   8048569 = 2837^2,  10975969 = 3313^2  with difference   2927400
  4566769 = 2137^2,   8094025 = 2845^2,  11621281 = 3409^2  with difference   3527256
  1203409 = 1097^2,   8094025 = 2845^2,  14984641 = 3871^2  with difference   6890616
   508369 =  713^2,   8162449 = 2857^2,  15816529 = 3977^2  with difference   7654080
    57121 =  239^2,   8185321 = 2861^2,  16313521 = 4039^2  with difference   8128200
  3713329 = 1927^2,   8254129 = 2873^2,  12794929 = 3577^2  with difference   4540800
  3598609 = 1897^2,   8254129 = 2873^2,  12909649 = 3593^2  with difference   4655520
   829921 =  911^2,   8323225 = 2885^2,  15816529 = 3977^2  with difference   7493304
    57121 =  239^2,   8323225 = 2885^2,  16589329 = 4073^2  with difference   8266104
  3073009 = 1753^2,   8392609 = 2897^2,  13712209 = 3703^2  with difference   5319600
  2719201 = 1649^2,   8462281 = 2909^2,  14205361 = 3769^2  with difference   5743080
  7879249 = 2807^2,   8508889 = 2917^2,   9138529 = 3023^2  with difference    629640
   844561 =  919^2,   8579041 = 2929^2,  16313521 = 4039^2  with difference   7734480
   519841 =  721^2,   8579041 = 2929^2,  16638241 = 4079^2  with difference   8059200
  5527201 = 2351^2,   8649481 = 2941^2,  11771761 = 3431^2  with difference   3122280
     1681 =   41^2,   8649481 = 2941^2,  17297281 = 4159^2  with difference   8647800
  1940449 = 1393^2,   8720209 = 2953^2,  15499969 = 3937^2  with difference   6779760
  1940449 = 1393^2,   8743849 = 2957^2,  15547249 = 3943^2  with difference   6803400
  8334769 = 2887^2,   8791225 = 2965^2,   9247681 = 3041^2  with difference    456456
  4456321 = 2111^2,   8791225 = 2965^2,  13126129 = 3623^2  with difference   4334904
  7447441 = 2729^2,   8814961 = 2969^2,  10182481 = 3191^2  with difference   1367520
  6589489 = 2567^2,   8862529 = 2977^2,  11135569 = 3337^2  with difference   2273040
   277729 =  527^2,   8862529 = 2977^2,  17447329 = 4177^2  with difference   8584800
  1456849 = 1207^2,   8958049 = 2993^2,  16459249 = 4057^2  with difference   7501200
   418609 =  647^2,   8958049 = 2993^2,  17497489 = 4183^2  with difference   8539440
    25921 =  161^2,   9006001 = 3001^2,  17986081 = 4241^2  with difference   8980080
  4977361 = 2231^2,   9030025 = 3005^2,  13082689 = 3617^2  with difference   4052664
  1274641 = 1129^2,   9030025 = 3005^2,  16785409 = 4097^2  with difference   7755384
  7845601 = 2801^2,   9174841 = 3029^2,  10504081 = 3241^2  with difference   1329240
   108241 =  329^2,   9174841 = 3029^2,  18241441 = 4271^2  with difference   9066600
  2582449 = 1607^2,   9223369 = 3037^2,  15864289 = 3983^2  with difference   6640920
  6599761 = 2569^2,   9247681 = 3041^2,  11895601 = 3449^2  with difference   2647920
  3530641 = 1879^2,   9296401 = 3049^2,  15062161 = 3881^2  with difference   5765760
  5424241 = 2329^2,   9369721 = 3061^2,  13315201 = 3649^2  with difference   3945480
   734449 =  857^2,   9394225 = 3065^2,  18054001 = 4249^2  with difference   8659776
   134689 =  367^2,   9394225 = 3065^2,  18653761 = 4319^2  with difference   9259536
  2879809 = 1697^2,   9467929 = 3077^2,  16056049 = 4007^2  with difference   6588120
   677329 =  823^2,   9467929 = 3077^2,  18258529 = 4273^2  with difference   8790600
  1803649 = 1343^2,   9517225 = 3085^2,  17230801 = 4151^2  with difference   7713576
    16129 =  127^2,   9517225 = 3085^2,  19018321 = 4361^2  with difference   9501096
  4330561 = 2081^2,   9541921 = 3089^2,  14753281 = 3841^2  with difference   5211360
  2283121 = 1511^2,   9665881 = 3109^2,  17048641 = 4129^2  with difference   7382760
  9247681 = 3041^2,   9740641 = 3121^2,  10233601 = 3199^2  with difference    492960
  8288641 = 2879^2,   9765625 = 3125^2,  11242609 = 3353^2  with difference   1476984
  7360369 = 2713^2,   9815689 = 3133^2,  12271009 = 3503^2  with difference   2455320
   332929 =  577^2,   9815689 = 3133^2,  19298449 = 4393^2  with difference   9482760
  9138529 = 3023^2,   9840769 = 3137^2,  10543009 = 3247^2  with difference    702240
  7789681 = 2791^2,   9891025 = 3145^2,  11992369 = 3463^2  with difference   2101344
  6466849 = 2543^2,   9891025 = 3145^2,  13315201 = 3649^2  with difference   3424176
  1745041 = 1321^2,   9891025 = 3145^2,  18037009 = 4247^2  with difference   8145984
     6241 =   79^2,   9891025 = 3145^2,  19775809 = 4447^2  with difference   9884784
  6507601 = 2551^2,   9991921 = 3161^2,  13476241 = 3671^2  with difference   3484320
  5612161 = 2369^2,   9991921 = 3161^2,  14371681 = 3791^2  with difference   4379760
  2436721 = 1561^2,  10042561 = 3169^2,  17648401 = 4201^2  with difference   7605840
  4800481 = 2191^2,  10118761 = 3181^2,  15437041 = 3929^2  with difference   5318280
  4036081 = 2009^2,  10272025 = 3205^2,  16507969 = 4063^2  with difference   6235944
   625681 =  791^2,  10272025 = 3205^2,  19918369 = 4463^2  with difference   9646344
    83521 =  289^2,  10297681 = 3209^2,  20511841 = 4529^2  with difference  10214160
  4190209 = 2047^2,  10349089 = 3217^2,  16507969 = 4063^2  with difference   6158880
  1661521 = 1289^2,  10374841 = 3221^2,  19088161 = 4369^2  with difference   8713320
   863041 =  929^2,  10426441 = 3229^2,  19989841 = 4471^2  with difference   9563400
  3323329 = 1823^2,  10452289 = 3233^2,  17581249 = 4193^2  with difference   7128960
    47089 =  217^2,  10452289 = 3233^2,  20857489 = 4567^2  with difference  10405200
  9102289 = 3017^2,  10582009 = 3253^2,  12061729 = 3473^2  with difference   1479720
  3179089 = 1783^2,  10608049 = 3257^2,  18037009 = 4247^2  with difference   7428960
  7711729 = 2777^2,  10660225 = 3265^2,  13608721 = 3689^2  with difference   2948496
  2666689 = 1633^2,  10660225 = 3265^2,  18653761 = 4319^2  with difference   7993536
   528529 =  727^2,  10738729 = 3277^2,  20948929 = 4577^2  with difference  10210200
   253009 =  503^2,  10738729 = 3277^2,  21224449 = 4607^2  with difference  10485720
 10233601 = 3199^2,  10764961 = 3281^2,  11296321 = 3361^2  with difference    531360
  1018081 = 1009^2,  10764961 = 3281^2,  20511841 = 4529^2  with difference   9746880
  8196769 = 2863^2,  10843849 = 3293^2,  13490929 = 3673^2  with difference   2647080
       49 =    7^2,  10843849 = 3293^2,  21687649 = 4657^2  with difference  10843800
  2070721 = 1439^2,  10896601 = 3301^2,  19722481 = 4441^2  with difference   8825880
  7230721 = 2689^2,  10923025 = 3305^2,  14615329 = 3823^2  with difference   3692304
  2283121 = 1511^2,  10923025 = 3305^2,  19562929 = 4423^2  with difference   8639904
  5166529 = 2273^2,  10975969 = 3313^2,  16785409 = 4097^2  with difference   5809440
   271441 =  521^2,  11082241 = 3329^2,  21893041 = 4679^2  with difference  10810800
  5424241 = 2329^2,  11162281 = 3341^2,  16900321 = 4111^2  with difference   5738040
  1540081 = 1241^2,  11162281 = 3341^2,  20784481 = 4559^2  with difference   9622200
  4036081 = 2009^2,  11215801 = 3349^2,  18395521 = 4289^2  with difference   7179720
   519841 =  721^2,  11215801 = 3349^2,  21911761 = 4681^2  with difference  10695960
  1515361 = 1231^2,  11296321 = 3361^2,  21077281 = 4591^2  with difference   9780960
 10543009 = 3247^2,  11323225 = 3365^2,  12103441 = 3479^2  with difference    780216
  4592449 = 2143^2,  11323225 = 3365^2,  18054001 = 4249^2  with difference   6730776
  9042049 = 3007^2,  11377129 = 3373^2,  13712209 = 3703^2  with difference   2335080
  1079521 = 1039^2,  11458225 = 3385^2,  21836929 = 4673^2  with difference  10378704
    96721 =  311^2,  11458225 = 3385^2,  22819729 = 4777^2  with difference  11361504
  7612081 = 2759^2,  11485321 = 3389^2,  15358561 = 3919^2  with difference   3873240
  6265009 = 2503^2,  11648569 = 3413^2,  17032129 = 4127^2  with difference   5383560
  3094081 = 1759^2,  11730625 = 3425^2,  20367169 = 4513^2  with difference   8636544
   889249 =  943^2,  11730625 = 3425^2,  22572001 = 4751^2  with difference  10841376
   693889 =  833^2,  11785489 = 3433^2,  22877089 = 4783^2  with difference  11091600
 11296321 = 3361^2,  11868025 = 3445^2,  12439729 = 3527^2  with difference    571704
  5013121 = 2239^2,  11868025 = 3445^2,  18722929 = 4327^2  with difference   6854904
  2122849 = 1457^2,  11868025 = 3445^2,  21613201 = 4649^2  with difference   9745176
     9409 =   97^2,  11868025 = 3445^2,  23726641 = 4871^2  with difference  11858616
 10182481 = 3191^2,  11895601 = 3449^2,  13608721 = 3689^2  with difference   1713120
  9102289 = 3017^2,  11950849 = 3457^2,  14799409 = 3847^2  with difference   2848560
  2436721 = 1561^2,  11978521 = 3461^2,  21520321 = 4639^2  with difference   9541800
  8059921 = 2839^2,  12033961 = 3469^2,  16008001 = 4001^2  with difference   3974040
 10504081 = 3241^2,  12145225 = 3485^2,  13786369 = 3713^2  with difference   1641144
  7059649 = 2657^2,  12145225 = 3485^2,  17230801 = 4151^2  with difference   5085576
  3869089 = 1967^2,  12145225 = 3485^2,  20421361 = 4519^2  with difference   8276136
   388129 =  623^2,  12145225 = 3485^2,  23902321 = 4889^2  with difference  11757096
  8958049 = 2993^2,  12229009 = 3497^2,  15499969 = 3937^2  with difference   3270960
   418609 =  647^2,  12229009 = 3497^2,  24039409 = 4903^2  with difference  11810400
  6105841 = 2471^2,  12285025 = 3505^2,  18464209 = 4297^2  with difference   6179184
  1366561 = 1169^2,  12285025 = 3505^2,  23203489 = 4817^2  with difference  10918464
  7491169 = 2737^2,  12369289 = 3517^2,  17247409 = 4153^2  with difference   4878120
  5202961 = 2281^2,  12453841 = 3529^2,  19704721 = 4439^2  with difference   7250880
  2845969 = 1687^2,  12482089 = 3533^2,  22118209 = 4703^2  with difference   9636120
   167281 =  409^2,  12538681 = 3541^2,  24910081 = 4991^2  with difference  12371400
  6115729 = 2473^2,  12567025 = 3545^2,  19018321 = 4361^2  with difference   6451296
  1329409 = 1153^2,  12567025 = 3545^2,  23804641 = 4879^2  with difference  11237616
  4355569 = 2087^2,  12652249 = 3557^2,  20948929 = 4577^2  with difference   8296680
  4844401 = 2201^2,  12823561 = 3581^2,  20802721 = 4561^2  with difference   7979160
  3568321 = 1889^2,  12880921 = 3589^2,  22193521 = 4711^2  with difference   9312600
  1957201 = 1399^2,  12880921 = 3589^2,  23804641 = 4879^2  with difference  10923720
   889249 =  943^2,  12909649 = 3593^2,  24930049 = 4993^2  with difference  12020400
 12103441 = 3479^2,  12967201 = 3601^2,  13830961 = 3719^2  with difference    863760
    36481 =  191^2,  12967201 = 3601^2,  25897921 = 5089^2  with difference  12930720
 12439729 = 3527^2,  13053769 = 3613^2,  13667809 = 3697^2  with difference    614040
 11242609 = 3353^2,  13082689 = 3617^2,  14922769 = 3863^2  with difference   1840080
  3690241 = 1921^2,  13140625 = 3625^2,  22591009 = 4753^2  with difference   9450384
  2845969 = 1687^2,  13140625 = 3625^2,  23435281 = 4841^2  with difference  10294656
  8958049 = 2993^2,  13227769 = 3637^2,  17497489 = 4183^2  with difference   4269720
  7349521 = 2711^2,  13315201 = 3649^2,  19280881 = 4391^2  with difference   5965680
   323761 =  569^2,  13315201 = 3649^2,  26306641 = 5129^2  with difference  12991440
  7879249 = 2807^2,  13344409 = 3653^2,  18809569 = 4337^2  with difference   5465160
  1216609 = 1103^2,  13344409 = 3653^2,  25472209 = 5047^2  with difference  12127800
  2193361 = 1481^2,  13432225 = 3665^2,  24671089 = 4967^2  with difference  11238864
      961 =   31^2,  13432225 = 3665^2,  26863489 = 5183^2  with difference  13431264
  6848689 = 2617^2,  13490929 = 3673^2,  20133169 = 4487^2  with difference   6642240
  2666689 = 1633^2,  13520329 = 3677^2,  24373969 = 4937^2  with difference  10853640
  5870929 = 2423^2,  13667809 = 3697^2,  21464689 = 4633^2  with difference   7796880
   261121 =  511^2,  13697401 = 3701^2,  27133681 = 5209^2  with difference  13436280
  1615441 = 1271^2,  13756681 = 3709^2,  25897921 = 5089^2  with difference  12141240
  4661281 = 2159^2,  13845841 = 3721^2,  23030401 = 4799^2  with difference   9184560
 12061729 = 3473^2,  13875625 = 3725^2,  15689521 = 3961^2  with difference   1813896
   638401 =  799^2,  13875625 = 3725^2,  27112849 = 5207^2  with difference  13237224
    66049 =  257^2,  13935289 = 3733^2,  27804529 = 5273^2  with difference  13869240
 10349089 = 3217^2,  13965169 = 3737^2,  17581249 = 4193^2  with difference   3616080
  1787569 = 1337^2,  13965169 = 3737^2,  26142769 = 5113^2  with difference  12177600
  8720209 = 2953^2,  14115049 = 3757^2,  19509889 = 4417^2  with difference   5394840
  1117249 = 1057^2,  14115049 = 3757^2,  27112849 = 5207^2  with difference  12997800
    83521 =  289^2,  14145121 = 3761^2,  28206721 = 5311^2  with difference  14061600
  3500641 = 1871^2,  14205361 = 3769^2,  24910081 = 4991^2  with difference  10704720
 13667809 = 3697^2,  14326225 = 3785^2,  14984641 = 3871^2  with difference    658416
  7187761 = 2681^2,  14326225 = 3785^2,  21464689 = 4633^2  with difference   7138464
  3301489 = 1817^2,  14386849 = 3793^2,  25472209 = 5047^2  with difference  11085360
 11135569 = 3337^2,  14417209 = 3797^2,  17698849 = 4207^2  with difference   3281640
  1067089 = 1033^2,  14478025 = 3805^2,  27888961 = 5281^2  with difference  13410936
   237169 =  487^2,  14478025 = 3805^2,  28718881 = 5359^2  with difference  14240856
  9928801 = 3151^2,  14508481 = 3809^2,  19088161 = 4369^2  with difference   4579680
   703921 =  839^2,  14508481 = 3809^2,  28313041 = 5321^2  with difference  13804560
  5764801 = 2401^2,  14600041 = 3821^2,  23435281 = 4841^2  with difference   8835240
  2582449 = 1607^2,  14691889 = 3833^2,  26801329 = 5177^2  with difference  12109440
 13830961 = 3719^2,  14784025 = 3845^2,  15737089 = 3967^2  with difference    953064
  7656289 = 2767^2,  14784025 = 3845^2,  21911761 = 4681^2  with difference   7127736
 11992369 = 3463^2,  14845609 = 3853^2,  17698849 = 4207^2  with difference   2853240
  4464769 = 2113^2,  14938225 = 3865^2,  25411681 = 5041^2  with difference  10473456
   380689 =  617^2,  14938225 = 3865^2,  29495761 = 5431^2  with difference  14557536
 10233601 = 3199^2,  14969161 = 3869^2,  19704721 = 4439^2  with difference   4735560
  6599761 = 2569^2,  14969161 = 3869^2,  23338561 = 4831^2  with difference   8369400
  1940449 = 1393^2,  15031129 = 3877^2,  28121809 = 5303^2  with difference  13090680
   519841 =  721^2,  15062161 = 3881^2,  29604481 = 5441^2  with difference  14542320
  1615441 = 1271^2,  15124321 = 3889^2,  28633201 = 5351^2  with difference  13508880
  8567329 = 2927^2,  15155449 = 3893^2,  21743569 = 4663^2  with difference   6588120
    27889 =  167^2,  15155449 = 3893^2,  30283009 = 5503^2  with difference  15127560
  3301489 = 1817^2,  15342889 = 3917^2,  27384289 = 5233^2  with difference  12041400
  7006609 = 2647^2,  15405625 = 3925^2,  23804641 = 4879^2  with difference   8399016
   152881 =  391^2,  15405625 = 3925^2,  30658369 = 5537^2  with difference  15252744
  4669921 = 2161^2,  15437041 = 3929^2,  26204161 = 5119^2  with difference  10767120
 14984641 = 3871^2,  15689521 = 3961^2,  16394401 = 4049^2  with difference    704880
   919681 =  959^2,  15689521 = 3961^2,  30459361 = 5519^2  with difference  14769840
 13608721 = 3689^2,  15721225 = 3965^2,  17833729 = 4223^2  with difference   2112504
  5564881 = 2359^2,  15721225 = 3965^2,  25877569 = 5087^2  with difference  10156344
  3806401 = 1951^2,  15721225 = 3965^2,  27636049 = 5257^2  with difference  11914824
   160801 =  401^2,  15721225 = 3965^2,  31281649 = 5593^2  with difference  15560424
 13786369 = 3713^2,  15784729 = 3973^2,  17783089 = 4217^2  with difference   1998360
 12271009 = 3503^2,  15784729 = 3973^2,  19298449 = 4393^2  with difference   3513720
  2289169 = 1513^2,  15816529 = 3977^2,  29343889 = 5417^2  with difference  13527360
   908209 =  953^2,  15816529 = 3977^2,  30724849 = 5543^2  with difference  14908320
 11895601 = 3449^2,  15880225 = 3985^2,  19864849 = 4457^2  with difference   3984624
 10975969 = 3313^2,  15880225 = 3985^2,  20784481 = 4559^2  with difference   4904256
    25921 =  161^2,  15912121 = 3989^2,  31798321 = 5639^2  with difference  15886200
  9728161 = 3119^2,  16008001 = 4001^2,  22287841 = 4721^2  with difference   6279840
  4255969 = 2063^2,  16104169 = 4013^2,  27952369 = 5287^2  with difference  11848200
  8532241 = 2921^2,  16168441 = 4021^2,  23804641 = 4879^2  with difference   7636200
  8392609 = 2897^2,  16265089 = 4033^2,  24137569 = 4913^2  with difference   7872480
   528529 =  727^2,  16265089 = 4033^2,  32001649 = 5657^2  with difference  15736560
  7392961 = 2719^2,  16362025 = 4045^2,  25331089 = 5033^2  with difference   8969064
  1442401 = 1201^2,  16362025 = 4045^2,  31281649 = 5593^2  with difference  14919624
  2307361 = 1519^2,  16394401 = 4049^2,  30481441 = 5521^2  with difference  14087040
     5329 =   73^2,  16459249 = 4057^2,  32913169 = 5737^2  with difference  16453920
  6806881 = 2609^2,  16556761 = 4069^2,  26306641 = 5129^2  with difference   9749880
  3094081 = 1759^2,  16556761 = 4069^2,  30019441 = 5479^2  with difference  13462680
  6315169 = 2513^2,  16589329 = 4073^2,  26863489 = 5183^2  with difference  10274160
   247009 =  497^2,  16752649 = 4093^2,  33258289 = 5767^2  with difference  16505640
 15737089 = 3967^2,  16785409 = 4097^2,  17833729 = 4223^2  with difference   1048320
  1682209 = 1297^2,  16785409 = 4097^2,  31888609 = 5647^2  with difference  15103200
 13712209 = 3703^2,  16851025 = 4105^2,  19989841 = 4471^2  with difference   3138816
  5303809 = 2303^2,  16851025 = 4105^2,  28398241 = 5329^2  with difference  11547216
 11771761 = 3431^2,  16982641 = 4121^2,  22193521 = 4711^2  with difference   5210880
   776161 =  881^2,  16982641 = 4121^2,  33189121 = 5761^2  with difference  16206480
    96721 =  311^2,  17048641 = 4129^2,  34000561 = 5831^2  with difference  16951920
  2093809 = 1447^2,  17081689 = 4133^2,  32069569 = 5663^2  with difference  14987880
 16394401 = 4049^2,  17147881 = 4141^2,  17901361 = 4231^2  with difference    753480
